student_id,prefix,first_name,last_name,faculty,branch,key,current_otp,email,otp_expiry,loginStatus
6.60434E+12,นางสาว,ปิยะ,ดวงดี,คณะครุศาสตร์,การศึกษาปฐมวัย,,0,,0,FALSE
6.60434E+12,นาย,อรุณี,ปิ่นทอง,คณะวิทยาศาสตร์และเทคโนโลยี,วิทยาการคอมพิวเตอร์,,0,,0,FALSE
6.60434E+12,นางสาว,พิไลพร,รักษาดี,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาง,อนุชา,พงษ์ศิริ,คณะวิทยาศาสตร์และเทคโนโลยี,วิทยาการคอมพิวเตอร์,,0,,0,FALSE
6.60434E+12,นาย,อภิญญา,ท่าทราย,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาย,อดิศร,ศักดิ์เกษม,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาย,สมหญิง,บุญเรือง,คณะวิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์สิ่งแวดล้อม,,0,,0,FALSE
6.60434E+12,นาง,กมล,บรรเทิง,คณะครุศาสตร์,คณิตศาสตร์,,0,,0,FALSE
6.60434E+12,นาง,จิราภรณ์,วันดี,คณะวิทยาศาสตร์และเทคโนโลยี,ชีววิทยา,,0,,0,FALSE
6.60434E+12,นาง,สราวุธ,ชัยชนะ,คณะครุศาสตร์,คณิตศาสตร์,,0,,0,FALSE
6.60434E+12,นางสาว,พัชรี,ท่าข้าม,คณะครุศาสตร์,คณิตศาสตร์,,0,,0,FALSE
6.60434E+12,นาย,มณีรัตน์,บางกอก,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นางสาว,อัจฉรา,เทาเงิน,คณะครุศาสตร์,ภาษาอังกฤษ,,0,,0,FALSE
6.60434E+12,นางสาว,สมบัติ,พลายงาม,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาย,ธนวัฒน์,ศรีทอง,คณะครุศาสตร์,ภาษาไทย,,0,,0,FALSE
6.60434E+12,นาย,จันทร์เพ็ญ,พลอยงาม,คณะวิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีสารสนเทศ,,0,,0,FALSE
6.60434E+12,นาย,ธนพล,ลาดพร้าว,คณะครุศาสตร์,คณิตศาสตร์,,0,,0,FALSE
6.60434E+12,นางสาว,ศุภชัย,ส้มหวาน,คณะวิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์สิ่งแวดล้อม,,0,,0,FALSE
6.60434E+12,นางสาว,อนันต์,พัฒนา,คณะวิทยาศาสตร์และเทคโนโลยี,วิทยาการคอมพิวเตอร์,,0,,0,FALSE
6.60434E+12,นางสาว,สมฤดี,มีชัย,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาง,เอกชัย,สาคร,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นาย,สายฝน,เย็นใจ,คณะวิทยาศาสตร์และเทคโนโลยี,เคมี,,0,,0,FALSE
6.60434E+12,นางสาว,วิทวัส,สุขสม,คณะครุศาสตร์,คณิตศาสตร์,,0,,0,FALSE
6.60434E+12,นางสาว,ศรายุทธ,ฉายแสง,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นางสาว,ปรีชา,บ้านโป่ง,คณะนิติศาสตร์,นิติศาสตร์,,0,,0,FALSE
6.60434E+12,นางสาว,กาญจนา,สุขใจ,คณะครุศาสตร์,ภาษาไทย,,0,,0,FALSE
6.60434E+12,นางสาว,สุพรรณี,วงษ์ทอง,คณะครุศาสตร์,คณิตศาสตร์,,0,,0,FALSE
